,APR,DOM,EVA,MEJ,MET,PRA,REC,RET,ASE,GÉNERO ALUMNO,PROM ACUMULADO EN PROFESIONAL,Género del profesor,Tipo Comentario,Comentarios,AVG,Lemm
201,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,75.708,0.0,1,Buena maestra ,1.0,"['buen', 'maestro']"
202,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,85.75,0.0,1,Regular ,0.0,['regular']
203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,87.0,0.0,1,Muy buena maestra ,1.0,"['buen', 'maestro']"
204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,83.545,0.0,2,Buena clase si la recomiendo,1.0,"['buen', 'clase', 'si', 'recomer']"
205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,61.181,0.0,1,Excelente maestra y buena guía ,1.0,"['excelente', 'maestro', 'buen', 'guía']"
206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,68.772,0.0,1,"Muy buena maestra, comprensiva y muy amable. ",1.0,"['buen', 'maestro', 'comprensivo', 'amable']"
207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,85.227,0.0,1,"Una profesora que exige pero ayuda mucho. Comprende, entiende y apoya a los estudiantes. Su dominio de la materia es de admirar ",1.0,"['profesora', 'exigir', 'ayuda', 'mucho', 'comprender', 'entender', 'apoyar', 'estudiante', 'dominio', 'materia', 'admirar']"
208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,80.727,0.0,1,Aprendes todos los temas expuestos por él profes@r en el salón de clase. ,1.0,"['aprender', 'tema', 'expuesto', 'profesr', 'salón', 'clase']"
209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,89.545,0.0,2,Profesors con mucha paciencia y disponibilidad No tengo ninguna queja,1.0,"['profesors', 'mucho', 'paciencia', 'disponibilidad', 'no', 'ninguno', 'queja']"
210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,95.384,0.0,1,"Las clases impartidas son claras, aunque las presentaciones son largas, ella explica perfecto las cosas que debemos de entender y saber. ",1.0,"['clase', 'impartido', 'claro', 'aunque', 'presentación', 'largo', 'explicar', 'perfecto', 'cosa', 'deber', 'entender', 'saber']"
211,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,92.923,0.0,1,Nos hizo ir a lugares como el SAT y a la Notaria para ver de forma real conceptos y temas de su clase ,1.0,"['hacer', 'ir', 'lugar', 'sat', 'notaria', 'ver', 'forma', 'real', 'concepto', 'tema', 'clase']"
212,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,71.32,0.0,1,"Doctora en su ámbito, su profundo conocimiento en la materia la convierte en alguien intocable. Gran conocimiento, experiencia y afabilidad, hacen de la materia, una de las mejores materias que haya llevado. ",1.0,"['doctora', 'ámbito', 'profundo', 'conocimiento', 'materia', 'convertir', 'alguien', 'intocable', 'gran', 'conocimiento', 'experiencia', 'afabilidad', 'hacer', 'materia', 'mejor', 'materia', 'llevado']"
213,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,88.098,0.0,1,"Sabe mucho del tema y explica de manera clara y sencilla para poder comprender términos técnicos. ORIENTA TODO EL CONTENIDO AL ÁREA DE COMUNICACIÓN, ALGO QUE REALMENTE NOS VA A SERVIR. ",0.0,"['saber', 'tema', 'explicar', 'manera', 'claro', 'sencillo', 'poder', 'comprender', 'término', 'técnico', 'orentar', 'contenido', 'área', 'comunicación', 'realmente', 'ir', 'servir']"
214,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,92.808,0.0,1,"Tiene muchísimos conocimientos y es paciente para explicar. Una recomendación sería hacer la clase un poco más interactiva, incluir más ejercicios prácticos para entender los conceptos. Como cuando tuvimos un simulacro de un juicio o cuando vimos un documental. ",1.0,"['muchísimo', 'conocimiento', 'paciente', 'explicar', 'recomendación', 'hacer', 'clase', 'interactivo', 'incluir', 'ejercicio', 'práctico', 'entender', 'concepto', 'simulacro', 'juicio', 'ver', 'documental']"
215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,91.74,0.0,1,Excelente manejo de los temas y logra transmitir todo el conocimiento. ,1.0,"['excelente', 'manejo', 'tema', 'lograr', 'transmitir', 'conocimiento']"
216,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,85.542,0.0,1,Es increible su dominio del tema. ,1.0,"['increible', 'dominio', 'tema']"
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84.622,0.0,0," Tiene una forma de evaluación que no se entiende, deja tareas sin un fin especifico y sus clases no son dinámicas.",0.0,"['forma', 'evaluación', 'no', 'entender', 'dejar', 'tarea', 'fin', 'especifico', 'clase', 'no', 'dinámico']"
218,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,92.254,0.0,1,Aprendes sobe casos de la vida real y trámites que necesitamos para proteger nuestras obras. ,0.0,"['aprender', 'sobe', 'caso', 'vida', 'real', 'trámite', 'necesitar', 'proteger', 'obra']"
219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,91.034,0.0,1,"Hace de su clase lo mas clara posible para que conceptos muy complicados puedan resultarnos sencillos, además de que nos explica la utilidad y la aplicación de los conceptos que vemos en clase que entendamos la importancia de la clase ",1.0,"['hacer', 'clase', 'mas', 'claro', 'posible', 'concepto', 'complicado', 'poder', 'resultar', 'yo', 'sencillo', 'además', 'explicar', 'utilidad', 'aplicación', 'concepto', 'ver', 'clase', 'entender', 'importancia', 'clase']"
220,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,88.851,0.0,1,esta muy bien preparada ,1.0,"['bien', 'preparado']"
221,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,96.454,0.0,1,"Domina los temas, explica con claridad y se esfuerza por mostrarnos casos reales y de interés para que podamos aprender de ellos o aplicar nuestros conocimientos sobre ellos. Sólo recomendaría que la clase fuera en otro horario. Podría ser mucho más provechosa. ",0.0,"['dominar', 'tema', 'explicar', 'claridad', 'esforzar', 'mostrar', 'yo', 'caso', 'real', 'interés', 'poder', 'aprender', 'aplicar', 'conocimiento', 'él', 'sólo', 'recomendar', 'clase', 'horario', 'poder', 'ser', 'provechoso']"
222,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,92.98,0.0,1,Tiene un conocimiento impresionante y lo comparte de manera efectiva ,1.0,"['conocimiento', 'impresionante', 'compartir', 'manera', 'efectivo']"
223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,69.333,1.0,1,"Buen profesor, muy buena forma de explicar los conceptos ",1.0,"['buen', 'profesor', 'buen', 'forma', 'explicar', 'concepto']"
224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,88.095,1.0,1,Es bueno ,1.0,['buen']
225,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,90.384,1.0,2,Hace muy buenas explicaciones y es paciente No hace revisión de calificaciones antes de subirlas y no entrega quizzes ni tareas hasta después de los examenes por lo que no se puede estudiar de ahí,1.0,"['hacer', 'buen', 'explicación', 'paciente', 'no', 'hacer', 'revisión', 'calificación', 'subir', 'él', 'no', 'entregar', 'quizze', 'tarea', 'después', 'examen', 'no', 'poder', 'estudiar', 'ahí']"
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,81.23,1.0,0," Su f9rma de evaluar hace que eñ alumno batalle, no brinda un apoyo para ver en que fallastr",0.0,"['f9rma', 'evaluar', 'hacer', 'eñ', 'alumno', 'batalle', 'no', 'brindar', 'apoyo', 'ver', 'fallastr']"
227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94.461,1.0,2,"Lo recomendaría a los de ingenería muy avanzados. La verdad es que es muy complicada la materia. Para los LAFs, sentimos que no se relaciona para nada con nuestra carrera y por lo tanto le perdemos interes. Solo vimos 2 temas de Negocios y los cimos en 5 minutos y nunca nos dejo tarea ni actividad sobre eso como con todos los otros temas. Y el proyecto final fue muy injusto ya que puso 2 opciones de proyectos, uno de la Tasa Gini (negocios) y otro de Revoluciones (Ingenería) pero como no vimos casi la Tasa Gini nos vimos obligados a escoger Revoluciones por lo tanto tuvimos que usar Solid Works que es un programa que solo los ingenieros conocen y nosotros nos la tuvimos que ingeniar. Es una materia muy pesada para los LAFs porque de verdad no nos hace tener interes en todas las integrales.",0.0,"['recomendar', 'ingener', 'avanzado', 'verdad', 'complicado', 'materia', 'laf', 'sentir', 'no', 'relacionar', 'carrera', 'perder', 'inter', 'solo', 'ver', '2', 'tema', 'negocio', 'cimo', '5', 'minuto', 'nunca', 'dejar', 'tarea', 'actividad', 'tema', 'proyecto', 'final', 'injusto', 'poner', '2', 'opción', 'proyecto', 'tasa', 'gini', 'negocio', 'revolución', 'ingenería', 'no', 'ver', 'casi', 'tasa', 'gini', 'ver', 'obligado', 'escoger', 'revolución', 'usar', 'solid', 'works', 'programa', 'solo', 'ingeniero', 'conocer', 'ingeniar', 'materia', 'pesado', 'laf', 'verdad', 'no', 'hacer', 'tener', 'inter', 'todo', 'integral']"
228,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,85.23,1.0,0, Porque no sabe motivar a los alumnos para que aprendan mas y,0.0,"['no', 'saber', 'motivar', 'alumno', 'aprender', 'mas']"
229,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,90.173,1.0,1,Deja ejercicios de clase después del tema y eso ayuda a comprender mejor el tema ,0.0,"['dejar', 'ejercicio', 'clase', 'después', 'tema', 'ayudar', 'comprender', 'mejor', 'tema']"
230,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,86.166,1.0,0, No sabe explicar muy bien y hace que algunos temas se vuelvan confusos,0.0,"['no', 'saber', 'explicar', 'bien', 'hacer', 'tema', 'volver', 'confuso']"
231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,94.5,1.0,1,Buen profesor. ,1.0,"['buen', 'profesor']"
232,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,92.0,1.0,1,"El profesor tiene una forma muy particular de impartir sus clases, las desarrolla con humor y de manera que conceptos muy complejos sean fácilmente comprendidos. ",1.0,"['profesor', 'forma', 'particular', 'impartir', 'clase', 'desarrollar', 'humor', 'manera', 'concepto', 'complejo', 'fácilmente', 'comprendido']"
233,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,85.875,1.0,1,Explica las cosas de una manera muy entretenida. Sabe de muchos temas y los relaciona con los temas de la clase ,0.0,"['explicar', 'cosa', 'manera', 'entretenido', 'saber', 'tema', 'relacionar', 'tema', 'clase']"
234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,97.642,1.0,0, Vamos muy lento en clase,0.0,"['ir', 'lento', 'clase']"
235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,88.72,1.0,0," Sus clases son monótonas, y caen un poco aburridas",0.0,"['clase', 'monótono', 'caer', 'aburrido']"
236,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,79.25,1.0,2,no no,0.0,"['no', 'no']"
237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,88.571,1.0,1,Buen maestro pero le falta paciencia ,1.0,"['buen', 'maestro', 'faltar', 'paciencia']"
238,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,86.833,1.0,0, Necesita ofrecer más atención a sus alumnos como asesorías y material extra de estudio,0.0,"['necesitar', 'ofrecer', 'atención', 'alumno', 'asesoría', 'material', 'extra', 'estudio']"
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,85.615,1.0,1,Explica bien ,0.0,"['explicar', 'bien']"
240,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,93.75,1.0,1,Buena dinamica ,1.0,"['buen', 'dinamica']"
241,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,89.692,1.0,2,Tiene mucho conocimiento sobre la materia Si lo recomendaría,1.0,"['conocimiento', 'materia', 'si', 'recomendar']"
242,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,79.0,1.0,1,Muy buen profesor ,0.0,"['buen', 'profesor']"
243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,81.0,1.0,0," Cerrado, es difícil contactarlo, no tiene un sentido de alumno-estudiante. Sinceramente sentí que durante el curso no se preocupaba por los estudiantes más que por impartir la materia. Siempre está a tiempo en clases, no falta, pero le hace falta esa cercanía, vi demasiados alumnos resegados que no tuvieron apoyo del profesor.",0.0,"['cerrado', 'difícil', 'contactar', 'él', 'no', 'alumnoestudiante', 'sinceramente', 'sentir', 'curso', 'no', 'preocupar', 'estudiante', 'impartir', 'materia', 'siempre', 'tiempo', 'clase', 'no', 'faltar', 'hacer', 'falta', 'cercanía', 'ver', 'demasiado', 'alumno', 'resegado', 'no', 'apoyo', 'profesor']"
244,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,90.285,1.0,2,"De las mejores materias Sí no dominan la materia y no tienn compromiso, los alumnos no podrán salir bien",1.0,"['mejor', 'materia', 'no', 'dominar', 'materia', 'no', 'tener', 'compromiso', 'alumno', 'no', 'poder', 'salir', 'bien']"
245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,91.35,1.0,1,"Su experiencia es excelente, basta con una clase para darse cuenta. Además es una clase muy entretenida pero enriquecedora. Uno de los mejores profesores que he tenido en la carrera. ",1.0,"['experiencia', 'excelente', 'bastar', 'clase', 'dar', 'él', 'cuenta', 'además', 'clase', 'entretenido', 'enriquecedor', 'mejor', 'profesor', 'carrera']"
246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,90.66,1.0,1,"por su calidad como profesor, su conocimiento y formar de enseñar ",1.0,"['calidad', 'profesor', 'conocimiento', 'formar', 'enseñar']"
247,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,86.985,1.0,1,"Es mi idolo, es el mejor profesor que he tenido en toda mi carrera escolar. ",1.0,"['idolar', 'mejor', 'profesor', 'todo', 'carrera', 'escolar']"
248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,84.905,1.0,2,excelente profesor excelente profesor,1.0,"['excelente', 'profesor', 'excelente', 'profesor']"
249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,85.343,1.0,1,"Excelente maestro, mucha claridad y experiencia ",1.0,"['excelente', 'maestro', 'mucho', 'claridad', 'experiencia']"
250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,87.702,1.0,1,Experiencia y actitud. ,1.0,"['experiencia', 'actitud']"
251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,86.171,1.0,2,"Persona inspiradora Si no quiere trabajar, no meta la materia",1.0,"['persona', 'inspirador', 'si', 'no', 'querer', 'trabajar', 'no', 'meter', 'materia']"
252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,90.535,1.0,1,De los mejores maestros que he tenido ,1.0,"['mejor', 'maestro']"
253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,97.087,1.0,1,Por las metodologías que enseña y su gran conocimiento logran que aprendas a ver la vida laboral de una manera distinta y única para desarrollarte personalmente. ,1.0,"['metodología', 'enseñar', 'gran', 'conocimiento', 'lograr', 'aprender', 'ver', 'vida', 'laboral', 'manera', 'distinto', 'único', 'desarrollar', 'tú', 'personalmente']"
254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,78.692,1.0,1,"Uno de los mejores profesores que tengo la fortuna de haber sido alumno. Excelente profesor, persona y profesionista. Grandes logros siendo rector del ITESM y sigue trabajando con mucha pasión. ",1.0,"['mejor', 'profesor', 'fortuna', 'haber', 'ser', 'alumno', 'excelente', 'profesor', 'persona', 'profesionista', 'grande', 'logro', 'ser', 'rector', 'itesm', 'seguir', 'trabajar', 'mucho', 'pasión']"
255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,86.09,1.0,1,"INCREIBLE PERSONA, INCREIBLE PROFESOR ",1.0,"['increible', 'persona', 'increible', 'profesor']"
256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,80.9,1.0,2,Aprendes porque aprendes y hace que pierdas el miedo de los circuitos (clásico del IMA) en una de esas terminas considerando cambiar la carrera para aprender mas de electricidad La materia estuvo excelente no veo razones para no recomedarla,1.0,"['aprender', 'aprender', 'hacer', 'perder', 'miedo', 'circuito', 'clásico', 'ima', 'terminar', 'considerar', 'cambiar', 'carrera', 'aprender', 'mas', 'electricidad', 'materia', 'excelente', 'no', 'ver', 'razón', 'no', 'recomedar', 'él']"
257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,75.901,1.0,2,El profesor me inspira a indagar más en los temas vistos en clase y es lo que hace que el alumno le vaya bien. NO recomendaría meter esta clase con el profesor Cornelio si lo que se busca es pasar la materia fácilmente sin esfuerzo,1.0,"['profesor', 'inspirar', 'indagar', 'tema', 'visto', 'clase', 'hacer', 'alumno', 'ir', 'bien', 'no', 'recomendar', 'meter', 'clase', 'profesor', 'cornelio', 'si', 'buscar', 'pasar', 'materia', 'fácilmente', 'esfuerzo']"
258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,85.333,1.0,2,buenisimo maestro si lo recomiendo,1.0,"['buenisimo', 'maestro', 'si', 'recomer']"
259,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,90.291,1.0,1,Muy buen profesor sabe mucho ,0.0,"['buen', 'profesor', 'saber']"
260,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,75.297,1.0,1,un maestro con MUCHISIMO conocimiento. sin duda no me arrepiento de haberlo puesto ,1.0,"['maestro', 'muchisimo', 'conocimiento', 'duda', 'no', 'arrepentar', 'haber', 'él', 'poner']"
261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,78.317,1.0,1,Es muy inteligente y me incita mucho a hecharle ganas y a aprender. hace la materia muy interesante. ,1.0,"['inteligente', 'incitar', 'hechar', 'él', 'gana', 'aprender', 'hacer', 'materia', 'interesante']"
262,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,85.0,1.0,1,Es estricto ,0.0,['estricto']
263,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,93.304,1.0,1,"Da material extra relacionado con la matería, muy interesante. ",1.0,"['dar', 'material', 'extra', 'relacionado', 'matería', 'interesante']"
264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,84.461,1.0,2,Porque es un profesor tradicional y conoce del tema Es muy estricto y mal humorado en ocasiones,0.0,"['profesor', 'tradicional', 'conocer', 'tema', 'estricto', 'mal', 'humorado', 'ocasión']"
265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,92.692,1.0,1,"Excelente maestro, explica todo muy bien ",1.0,"['excelente', 'maestro', 'explicar', 'bien']"
266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,86.871,1.0,1,"Explica muy bien, le importa que entendamos. ",1.0,"['explicar', 'bien', 'importar', 'entender']"
267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,93.794,1.0,2,Te hace comprender los conceptos de una manera muy util Se molesta si lo interrumpes,1.0,"['hacer', 'comprender', 'concepto', 'manera', 'util', 'molestar', 'si', 'interruir']"
268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,93.65,1.0,1,"Excelente profesor, sabe y enseña muy bien ",1.0,"['excelente', 'profesor', 'saber', 'enseñar', 'bien']"
269,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,77.897,1.0,1,sabe mucho sobre el tema y explica muy bien ,1.0,"['saber', 'tema', 'explicar', 'bien']"
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,79.821,1.0,0, muy grosero y va muy rapido,0.0,"['grosero', 'ir', 'rapido']"
271,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,83.416,1.0,2,"Explicaciones muy claras, examenes retadores pero yendo a clase y haciendo las tareas estas mas que preparado Clase demasiado a la antigua, no puedes hablar ni para pedir un lápiz, ademas a veces se toma mucho tiempo explicando cosas teóricas que al final de cuentas no usas para los examenes",1.0,"['explicación', 'claro', 'examen', 'retador', 'ir', 'clase', 'hacer', 'tarea', 'mas', 'preparado', 'clase', 'demasiado', 'antiguo', 'no', 'poder', 'hablar', 'pedir', 'lápiz', 'adema', 'vez', 'tomar', 'tiempo', 'explicar', 'cosa', 'teórico', 'final', 'cuenta', 'no', 'usar', 'examen']"
272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,94.346,1.0,2,Es un profesor con mucho dominio y pasión por su área que busca que aprendas lo más posible Tiene un estilo de enseñanza muy conservador y a veces poco adaptado a los estudiantes de hoy en día.,1.0,"['profesor', 'dominio', 'pasión', 'área', 'buscar', 'aprender', 'posible', 'estilo', 'enseñanza', 'conservador', 'vez', 'adaptar', 'estudiante', 'hoy', 'día']"
273,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,87.0,1.0,1,"Cornelio es un excelente maestro, tiene una forma disciplinada de enseñar pero es muy efectiva. Siempre se asegura de que todos entendamos los temas, dedica tiempo a resolver dudas, siempre es accesible y sobre todo va más allá de su materia y se preocupa pr enseñarnos temas que aplicaremos en la vida real. ",1.0,"['cornelio', 'excelente', 'maestro', 'forma', 'disciplinado', 'enseñar', 'efectivo', 'siempre', 'asegurar', 'entender', 'tema', 'dedicar', 'tiempo', 'resolver', 'duda', 'siempre', 'accesible', 'ir', 'allá', 'materia', 'preocupar', 'pr', 'enseñar', 'yo', 'tema', 'aplicar', 'vida', 'real']"
274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,91.346,1.0,1,Es un excelente profesor con conocimiento amplio de la materia y las explicaciones son claras y concisas. ,1.0,"['excelente', 'profesor', 'conocimiento', 'amplio', 'materia', 'explicación', 'claro', 'conciso']"
275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,78.928,1.0,1,Le encanta la materia y la explica excelentemente bien ,1.0,"['encantar', 'materia', 'explicar', 'excelentemente', 'bien']"
276,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,88.222,1.0,1,Excelente profesor ,1.0,"['excelente', 'profesor']"
277,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,73.815,1.0,1,buen manejo de temas ,0.0,"['buen', 'manejo', 'tema']"
278,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,93.068,1.0,1,Siempre da mucha importancia a las aplicaciones reales de los temas que estamos viendo. ,1.0,"['siempre', 'dar', 'mucho', 'importancia', 'aplicación', 'real', 'tema', 'ver']"
279,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,71.547,1.0,1,"Propone casos de la vida real, en general, el profesor explica muy bien y da muchos ejemplos para entender los temas. ",1.0,"['proponer', 'caso', 'vida', 'real', 'general', 'profesor', 'explicar', 'bien', 'dar', 'ejemplo', 'entender', 'tema']"
280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,85.974,1.0,1,"Domina la materia y por lo tanto no cuesta tanto comprender lo que enseña, al igual me agrada que relacione los conceptos con la vida real para ayudar a entender mejor la clase ",1.0,"['dominar', 'materia', 'no', 'costar', 'comprender', 'enseñar', 'igual', 'agrado', 'relacionar', 'concepto', 'vida', 'real', 'ayudar', 'entender', 'mejor', 'clase']"
281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,90.64,1.0,1,"Excelente profesor, le interesa que sus alumnos aprendan cada detalle de la clase. Además, en cada tema, el profesor relaciona lo visto en clase con ejemplos de la vida diaria. ",1.0,"['excelente', 'profesor', 'interesar', 'alumno', 'aprender', 'cada', 'detalle', 'clase', 'además', 'cada', 'tema', 'profesor', 'relacionar', 'visto', 'clase', 'ejemplo', 'vida', 'diario']"
282,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,93.724,1.0,1,"Sabe demasiado de la materia, es pesada la clase pero se hecha sus chistesillos y hace mas amena la clase. Es super buena onda aunque parezca muy serio, y es muy justo calificando. Te da lo que mereces. ",1.0,"['saber', 'demasiado', 'materia', 'pesado', 'clase', 'hecho', 'chistesillo', 'hacer', 'mas', 'ameno', 'clase', 'super', 'buen', 'onda', 'aunque', 'parecer', 'serio', 'justo', 'calificar', 'dar', 'merecer']"
283,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,94.814,1.0,2,Hace las clases dinámicas y relaciona todos los temas con la aplicación en la vida real. Si lo recomiendo.,1.0,"['hacer', 'clase', 'dinámico', 'relacionar', 'tema', 'aplicación', 'vida', 'real', 'si', 'recomer']"
284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,90.962,1.0,1,"Excelente profesor, sabe todos los temas y los domina. ",1.0,"['excelente', 'profesor', 'saber', 'tema', 'dominar']"
285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,93.444,1.0,1,"Explicaciones muy claras y concisas, demuestra amplio conocimiento del tema, buen reto intelectual en las tareas y exámenes, muy buen material de estudio, además que proporciona ejemplos prácticos. ",1.0,"['explicación', 'claro', 'conciso', 'demostrar', 'amplio', 'conocimiento', 'tema', 'buen', 'reto', 'intelectual', 'tarea', 'examen', 'buen', 'material', 'estudio', 'además', 'proporcionar', 'ejemplo', 'práctico']"
286,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,83.054,1.0,0, En el horario de asesorías no quiere atender problemas relacionados con las tareas,1.0,"['horario', 'asesorío', 'no', 'querer', 'atender', 'problema', 'relacionado', 'tarea']"
287,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,83.027,1.0,1,El mejor maestro de Circuitos que tiene el TEC. ,1.0,"['mejor', 'maestro', 'circuito', 'tec']"
288,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,92.538,1.0,2,Sus clases son llevaderas y explica el contenido de manera sencilla y sin complicaciones. El hecho de hacerle preguntas más allá de lo que se ve en clase lo molesta y desmotiva al alumno a hacer preguntas e indagar más sobre el tema.,0.0,"['clase', 'llevadero', 'explicar', 'contenido', 'manera', 'sencillo', 'complicación', 'hecho', 'hacer', 'él', 'pregunta', 'allá', 'ver', 'clase', 'molesto', 'desmotivar', 'alumno', 'hacer', 'pregunta', 'indagar', 'tema']"
289,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,94.677,1.0,1,"Sus clases las hace muy interesantes, intenta comparar la teoría con situaciones de la vida cotidiana. Se enfoca en que entiendas la teoría para que la práctica no te sea tan complicada. ",1.0,"['clase', 'hacer', 'interesante', 'intentar', 'comparar', 'teoría', 'situación', 'vida', 'cotidiano', 'enfocar', 'entender', 'teoría', 'práctica', 'no', 'tanto', 'complicado']"
